Li2O,B2O3,Na2O,MgO,Al2O3,SiO2,P2O5,K2O,CaO,TiO2,Fe2O3,ZnO,SrO,Y2O3,ZrO,SnO2,BaO,YoungModulus
0,0,0.700344946,14.51759822,11.17864023,64.18683829,0,0,9.338928129,0,0.077650186,0,0,0,0,0,0,93
0,0,0,14.9701052,11.57950503,62.20540377,0,0,9.260576705,0,0,0,0,1.89964429,0,0.084765004,0,96.7
0,0,0,15.05122385,11.57137599,61.71707257,0,0,8.171277836,0,0,0,0,3.400098153,0,0.088951598,0,98.8
0,0,0.149978354,22.19988868,15.7198961,61.82200507,0,0,0.07730843,0,0.030923372,0,0,0,0,0,0,85.9
0,0,0.700460004,14.47816476,11.17898321,64.23621483,0,0,9.328514248,0,0.077662943,0,0,0,0,0,0,85.4
0,0,0,23.02976291,15.17032621,61.79991088,0,0,0,0,0,0,0,0,0,0,0,96
0,0,0.759330952,10.25993632,11.11044678,63.81070537,0,0,13.32117607,0.588929911,0.149474597,0,0,0,0,0,0,84.1
0,0,0,18.46899021,12.7303359,62.660389,0,0,6.140284902,0,0,0,0,0,0,0,0,97
0,0,0,15.03159192,11.0710433,61.65510865,0,0,7.730004623,0,0,0,0,4.419787332,0,0.09246417,0,100
0,0,0,16.98918358,9.610312639,63.15898652,0,0,8.739072455,0,0,0,0,1.419469551,0,0.082975256,0,94.8
0,0,0,15.06880981,11.57977469,61.68996286,0,0,7.66848002,0,0,0,0,3.90050702,0,0.092465595,0,99.8
0,0,0,15.0411803,9.600343663,63.17473485,0,0,10.70095396,0,0,0,0,1.399834094,0,0.082953131,0,93.5
0,0,0,13.96926998,9.619060319,63.18768428,0,0,11.7408247,0,0,0,0,1.400186692,0,0.082974026,0,92.8
0,0,0,15.48876413,9.590116581,63.19937192,0,0,10.23893818,0,0,0,0,1.39985483,0,0.08295436,0,93.5
0,0,0,19.21994013,9.618861326,63.20796657,0,0,6.460982188,0,0,0,0,1.409264693,0,0.082985092,0,94.7
0,0,0,14.99923908,11.59945214,62.22492771,0,0,8.668391417,0,0,0,0,2.419723025,0,0.088266626,0,97.8
0,0,0,7.999650797,9.000698405,64.0001164,0,0,7.999650797,0,0,0,7.999650797,0,0,0,3.000232802,87
0,0,0.200028781,8.499064614,7.500359764,65.00215858,0,0.099294863,8.499064614,0,0,0,6.999568283,0,0,0,3.200460498,87
0,0,3.000219998,0,0,28.00022,0,0,6.000439996,37.00087999,0,0,6.000439996,0,6.998680013,0,12.99912001,110
0,0,0,15.96099412,9.589934348,63.27785764,0,0,9.66847963,0,0,0,0,1.419743024,0,0.082991241,0,94
0,0,0,0,0,35.99882523,0,0,25.10012282,24.0001068,0,0,6.301062637,0,7.000587387,0,1.599295135,113
0,0,0,15.06887137,11.39061877,62.01184158,0,0,7.939380925,0,0,0,0,3.500322116,0,0.088965242,0,99.5
0,0,0,15.03005093,11.61969139,62.15112634,0,0,8.190980134,0,0,0,0,2.919451284,0,0.088699934,0,97.9
0,0,0,0,12.37040705,62.96079579,0,0,0,0,0,0,0,0,0,0,24.66879717,73.5
0,0,0,14.53054,11.11999864,54.21126976,0,0,0,0,0,0,0,16.32941337,3.80877823,0,0,114
0,0,0.051420291,10.0098166,16.51058791,61.41452545,0,0.034280194,11.5399598,0.32098727,0.081025913,0,0,0,0.037396575,0,0,90
0,0,0,14.77267486,11.61149464,62.05507465,0,0,7.96137702,0,0,0,0,3.510201571,0,0.089177263,0,98.8
0,0,0,10.50141365,8.0001154,64.50002885,0,0,6.999019099,0,0,0,8.0001154,0,0,0,1.999307599,88
0,0,0,14.42985787,11.61983292,61.77715092,0,0,7.659759141,0,0,0,0,4.420403292,0,0.092995862,0,101
0,0,0.249544246,14.76046741,11.45960969,63.18998237,0,0,9.611189146,0.579779445,0.149427692,0,0,0,0,0,0,86.8
0,0,0,15.06089788,11.56982906,62.17880785,0,0,7.700932283,0,0,0,0,3.40045155,0,0.089081387,0,99
0,0,0.210674157,9.97815231,16.21878901,62.0536829,0,0.210674157,10.69912609,0.371410737,0.179463171,0,0,0,0.078027466,0,0,91
0,0,0,4.601371288,6.701067666,60.99525323,0,0,6.180776303,0,0,0,17.52170256,0,3.999828945,0,0,88
0,0,0,14.98840254,10.5993266,63.16797606,0,0,9.750841751,0,0,0,0,1.409652076,0,0.083800973,0,94.4
0,0,0,4.590163934,6.699928724,65.00641483,0,0,6.181040627,0,0,0,17.52245189,0,0,0,0,84
0,0,0,4.598717035,6.699928724,65.00071276,0,0,2.671418389,0,0,0,21.02922309,0,0,0,0,82
0,0,0,4.59884815,6.700119747,65.002566,0,0,13.189257,0,0,0,10.5092091,0,0,0,0,84
0,0,0,14.06836712,10.56025133,63.19994016,0,0,10.67843519,0,0,0,0,1.409230309,0,0.083775899,0,94
0,0,0,16.04033271,10.57088146,63.20387769,0,0,8.700855724,0,0,0,0,1.400275268,0,0.083777153,0,94.3
0,0,0.500246498,7.000550996,7.499347505,65.49894151,0,0.500246498,8.99863701,0,0,0,7.000550996,0,1.000492997,0,2.000985993,87
0,0,0.199323162,8.500630951,6.999254331,64.99942641,0,0.100378571,8.500630951,0,0,0,7.00068831,0,0.499024894,0,3.200642423,88
0,0,0.021084972,16.9101479,10.82110907,62.82418145,0,0.061748848,7.051417211,0.539172867,0.120485557,0,0,1.650652128,0,0,0,92.8
0,0,0,0.014562612,8.939987476,64.42499527,0,0,26.62045464,0,0,0,0,0,0,0,0,87.1
0,0,0,15.00121936,11.60224363,62.68747714,0,0,8.200219485,0,0,0,0,2.420436532,0,0.088403853,0,97.2
0,0,0.989460414,7.648895469,8.469781146,66.20149812,0,0,16.49980211,0,0.190562746,0,0,0,0,0,0,81.4
0,0,0,0,14.39915806,61.08240847,0,0,19.63898456,0,0,0,0,4.879448909,0,0,0,95.4
0,0,0,0,22.60010162,60.0003278,0,0,17.39957058,0,0,0,0,0,0,0,0,98
0,0,12.199805,0,0,82.90107253,0,0,0,0,0,0,0,0,4.899122478,0,0,76.2
0,0,0.700134293,17.27098517,12.08033437,64.60247763,0,0,5.269114119,0,0.076954416,0,0,0,0,0,0,95
0,0,0,0,8.170024442,64.74697366,0,0,27.08300189,0,0,0,0,0,0,0,0,85.1
0,0,0.700144858,17.20787059,12.07900773,64.6155239,0,0,5.320497344,0,0.076955577,0,0,0,0,0,0,86.8
0,0,0.699838615,17.23050934,12.09031538,64.62949277,0,0,5.321186709,0.009049637,0.019607547,0,0,0,0,0,0,87.5
0,0,0,0.031971168,8.669999419,64.63988839,0,0,26.65814102,0,0,0,0,0,0,0,0,85
0,0,0.619681508,1.151089298,22.37915328,61.06069701,0,1.389428339,5.769570284,0,7.630380283,0,0,0,0,0,0,86.8
0,0,0,14.01928483,11.58903364,63.15630384,0,0,9.730072847,0,0,0,0,1.420669226,0,0.084635613,0,95.3
0,0,0,15.01937539,11.60838732,62.65373953,0,0,7.710334053,0,0,0,0,2.919327911,0,0.088835792,0,97.6
0,0,0.260587312,16.40938114,13.600829,60.82199296,0,0,6.180948172,2.380335563,0.086862437,0,0,0,0.25906341,0,0,83.3
0,0,0,0.014657384,9.590326127,64.37229754,0,0,26.02271894,0,0,0,0,0,0,0,0,85.4
0,0,0,17.8286958,11.59862763,63.17730454,0,0,5.900578873,0,0,0,0,1.410153711,0,0.084639451,0,95.4
0,0,0.010283985,0.299704703,9.661069241,63.95463294,0,0.054358206,25.41025754,0.499507838,0.110185552,0,0,0,0,0,0,82
0,0,0,14.17039545,11.58090458,63.24525336,0,0,9.499334865,0,0,0,0,1.419458217,0,0.084653525,0,93.8
0,0,0,14.93972988,11.63054493,63.24354573,0,0,8.681317019,0,0,0,0,1.420166669,0,0.084695776,0,95
0,0,0,0,22.99924761,45.00059399,0,0,0,7.001148378,0,0,0,24.99901002,0,0,0,134
0,0,0,0.260326276,8.090362143,64.98611593,0,0,26.66319565,0,0,0,0,0,0,0,0,84.2
0,0,12.1004395,0,0,80.6995965,0,0,0,0,0,0,0,0,7.199964,0,0,80.2
0,0,0,13.63724289,14.37874782,60.99361661,0,0,4.900380424,0,0,0,0,6.090012251,0,0,0,98.3
0,0,0,14.03940513,11.60886539,63.20618572,0,0,9.160096614,0,0,0,0,1.900378253,0,0.085068891,0,95.4
0,0,0,0,5.99049578,65.73515852,0,0,5.291155401,0,0,0,8.990708561,0,0,0,13.99248174,76.6
0,0,0,18.1794652,14.36983354,60.96057719,0,0,0,0,0,0,0,6.490124076,0,0,0,97.4
0,0,0,2.110058041,9.770038939,64.57130262,0,0,23.5486004,0,0,0,0,0,0,0,0,87.7
0,0,0,0.20074097,10.25993004,64.42013904,0,0,25.11918995,0,0,0,0,0,0,0,0,86.8
0,0,0.749536178,10.17884972,9.969573284,65.15176252,0,0,13.22152134,0.578849722,0.149907236,0,0,0,0,0,0,84.1
0,0,0,15.00931212,11.60962355,63.13620126,0,0,7.739749031,0,0,0,0,2.419625683,0,0.085488352,0,96.5
0,0,0,14.88988617,9.599667132,64.11864356,0,0,9.908758582,0,0,0,0,1.399827622,0,0.083216929,0,92.9
0,0,0,14.0583271,11.56927679,63.1648023,0,0,8.698704351,0,0,0,0,2.420376333,0,0.088513132,0,96.2
0,0,5.999557578,6.999747187,12.00069523,71.00240172,0,0,0.998609531,2.99898875,0,0,0,0,0,0,0,83.7
0,0,0,0,9.139533524,64.85941427,0,0,26.0010522,0,0,0,0,0,0,0,0,85.2
0,0,0,0.032160451,9.17011417,64.85885947,0,0,25.93886591,0,0,0,0,0,0,0,0,86.3
0,0,0,18.47993478,12.73968053,63.7316182,0,0,5.048766495,0,0,0,0,0,0,0,0,96
0,0,0,18.5078355,9.588450445,64.25109281,0,0,6.14945434,0,0,0,0,1.419905439,0,0.083261471,0,94.4
0,0,0,14.06995109,11.57980281,63.16144564,0,0,8.209515924,0,0,0,0,2.890350675,0,0.088933867,0,97.1
0,0,0.990698943,16.82976338,12.10046354,65.68000727,0,0,4.399066865,0,0,0,0,0,0,0,0,94
0,0,0.021158584,17.05079571,10.93143108,63.46668279,0,0.060453096,6.12994393,0.550123173,0.119394865,0,0,1.670016776,0,0,0,93.2
0,0,0,0,3.000027599,36.99942042,0,0,0,30.00027599,0,0,30.00027599,0,0,0,0,103
0,0,0,0,10.14035036,64.7500701,0,0,25.10957954,0,0,0,0,0,0,0,0,85.9
0,0,0.259278242,19.35240737,12.14085441,61.41577979,0,0,3.638939974,3.099279448,0.093460762,0,0,0,0,0,0,83.8
0,0,0.310437889,9.631374507,15.87133207,63.0142115,0,0.099839321,10.38952935,0.489836669,0.140399045,0,0,0,0.053039639,0,0,92
0,0,0,0,24.99874378,59.89983753,0,0,15.00092123,0,0,0,0,0,0,0.100497462,0,94
0,0,0,5.001423714,24.99874378,59.99698508,0,0,5.001423714,0,0,0,0,0,0,0,5.001423714,92.7
0,0,0,15.00092123,24.99874378,59.89983753,0,0,0,0,0,0,0,0,0,0.100497462,0,102
0,0,0,0,4.360717183,66.63030405,0,0,0,0,0,0,0,0,0,0,29.00897877,66.7
0,0,0,14.98958001,11.59129284,63.67300993,0,0,7.760994235,0,0,0,0,1.899937632,0,0.085185354,0,96.1
0,0,6.000574218,4.998883466,12.99964909,74.00070182,0,0,2.000191406,0,0,0,0,0,0,0,0,81.3
0,0,6.000756001,6.999306999,11.5006615,71.001071,0,0,0.998550999,2.000252,0,0,0,0,1.499401499,0,0,84.7
0,0,0.100781444,15.85214587,15.57150831,63.28454478,0,0,5.191019598,0,0,0,0,0,0,0,0,97
0,0,0.021226594,18.74914715,11.35016299,63.51906603,0,0.060647411,4.060344174,0.570085664,0.119778637,0,0,1.549541354,0,0,0,93.6
0,0,0,17.73026217,10.60992823,64.19712304,0,0,5.979158533,0,0,0,0,1.399441425,0,0.084086609,0,94
0,0,0,11.08958616,13.7696966,60.56103849,0,0,11.37941028,3.200268469,0,0,0,0,0,0,0,89.2
0,0,0,14.25096838,10.57111972,64.24346155,0,0,9.440590938,0,0,0,0,1.409782902,0,0.08407651,0,92.9
0,0,0,0.218566323,10.13970523,64.94078034,0,0,24.70094811,0,0,0,0,0,0,0,0,85.4
0,0,0,6.730895699,22.61936078,60.9693542,0,0,9.68038932,0,0,0,0,0,0,0,0,93.1
0,0,0.100446601,14.1799694,14.94027291,63.40498524,0,0.129807915,6.79019023,0.321429123,0.080357281,0,0,0,0.052541299,0,0,90
0,0,0,5.000147497,10.00029499,64.99896752,0,0,5.000147497,0,0,0,0,0,0,0,15.00044249,79.6
0,0,0,5.000147497,10.00029499,64.99896752,0,0,15.00044249,0,0,0,0,0,0,0,5.000147497,84.5
0,0,0,15.00044249,10.00029499,64.99896752,0,0,5.000147497,0,0,0,0,0,0,0,5.000147497,86.9
0,0,0,0,6.999770405,65.9998852,0,0,0,0,0,0,0,0,0,0,27.00034439,88
0,0,0,7.998966764,7.000172206,64.00321451,0,0,7.998966764,0,0,0,7.998966764,0,2.000459216,0,2.999253774,90
0,0,0,0,2.499793746,30.000275,0,0,7.499381239,37.49965624,0,0,17.50130627,0,0,0,4.999587493,108
0,0,0,0,15.60008249,34.39991751,12.5,0,37.5,0,0,0,0,0,0,0,0,81.4
0,0,0,0.2198672,9.259340692,65.37971065,0,0,25.14108145,0,0,0,0,0,0,0,0,85.2
0,0,0,0,11.09896403,0,49.59914623,33.29949503,0,6.002394711,0,0,0,0,0,0,0,43.7
0,0,0,15.13897621,8.949746319,65.57103797,0,0,10.3402395,0,0,0,0,0,0,0,0,92
0,0,0,18.7489043,18.75049805,56.24990039,0,0,0,6.250697267,0,0,0,0,0,0,0,105
0,0,0.750089296,10.18871294,9.969936897,65.96023336,0,0,12.40028575,0.580426241,0.150315514,0,0,0,0,0,0,84.1
0,0,0,0,18.40030519,62.70027976,0,0,18.89941506,0,0,0,0,0,0,0,0,90.2
0,0,0,0,20.69942624,37.89996128,10.39987328,0,31.0007392,0,0,0,0,0,0,0,0,83.4
0,0,0,5.001498452,13.99886784,49.99833505,0,0,0,5.001498452,0,9.999667011,0,9.999667011,6.000466185,0,0,127
0,0,0.499860743,7.648895469,8.469781146,66.69989299,0,0,16.4910069,0,0.190562746,0,0,0,0,0,0,82.1
0,0,0.269562304,12.68922665,13.03950535,62.1699004,0,0,8.979318327,2.768724681,0.083762298,0,0,0,0,0,0,82.6
0,0,2.000109595,0,0,31.99901364,0,0,8.00043838,32.99906844,0,0,10.00054798,0,7.000383583,0,8.00043838,111
0,0,0,0,9.280681151,65.76042278,0,0,24.95889607,0,0,0,0,0,0,0,0,84.4
0,0,0,0,22.4799077,41.58078961,0,0,0,12.87080311,0,0,0,23.06849958,0,0,0,121
0,0,0,6.950647157,14.65969437,62.18880426,0,0,9.990743297,0,0,0,0,6.210110918,0,0,0,89.8
0,0,0.119604548,17.80139589,12.48126448,63.03008281,0,0,4.490469486,2.019651481,0.057531302,0,0,0,0,0,0,85.3
0,0,0.129828958,21.38856599,12.13900756,62.08843466,0,0,1.099017225,3.088721487,0.066424118,0,0,0,0,0,0,86.4
0,0,0,0.190022364,8.768801251,66.03423326,0,0,25.00694312,0,0,0,0,0,0,0,0,85.8
0,0,0,18.49828808,18.49988056,55.59996815,0,0,0,3.700931603,0,0,0,0,3.700931603,0,0,120
0,0,0,10.09930936,16.00018708,63.80119421,0,0,10.09930936,0,0,0,0,0,0,0,0,92.1
0,0,0.300569348,7.499783243,6.999797694,66.00098263,0,0.199416202,7.499783243,0,0,0,6.999797694,0,1.499956649,0,2.999913297,88
0,0,0.021274333,17.29907153,11.10976036,64.49769781,0,0.060783807,4.640843679,0.550093455,0.120048019,0,0,1.700427006,0,0,0,94.1
0,0,0,0,8.820602868,66.18964004,0,0,24.9897571,0,0,0,0,0,0,0,0,85.1
0,0,0.093498722,9.589852272,15.77946768,64.19622265,0,0,10.32849218,0,0.012466496,0,0,0,0,0,0,80.1
0,0,0,0,9.749690064,65.93069248,0,0,24.31961745,0,0,0,0,0,0,0,0,85.6
0,0,0,0,22.69953006,38.00089698,0,0,0,12.99845953,0,0,0,22.29978745,4.001325975,0,0,110
0,0,0,0,22.70041536,41.999961,0,0,0,12.99896648,0,0,0,22.30065716,0,0,0,121
0,0,0,0,22.69953006,55.00068249,0,0,0,0,0,0,0,22.29978745,0,0,0,114
0,0,0,0,44.99931751,55.00068249,0,0,0,0,0,0,0,0,0,0,0,117
0,0,0,5.001247972,4.999688007,54.99812804,0,0,5.001247972,5.001247972,0,9.999376014,0,10.99931362,3.999750406,0,0,123
0,0,0,5.001247972,4.999688007,59.99937601,0,0,0,0,0,9.999376014,5.001247972,10.99931362,3.999750406,0,0,120
0,0,0,5.001247972,4.999688007,59.99937601,0,0,5.001247972,0,0,9.999376014,0,10.99931362,3.999750406,0,0,121
0,0,0,9.999687997,15.9995008,63.90128233,0,0,9.999687997,0,0,0,0,0,0,0.099840879,0,92.1
0,0,0.249387798,14.74993615,11.29005604,65.70016375,0,0,7.670928293,0.189294353,0.150233613,0,0,0,0,0,0,84.8
0,0,0,0,0,0,29.95016176,0,0,0,0,70.04983824,0,0,0,0,0,46.5
0,0,0.200716225,7.5001444,7.000519841,65.99953792,0,0.099636112,7.5001444,0,0,0,7.000519841,0,1.498873679,0,3.199907584,88
0,0,0,7.001022362,6.999582415,65.99853125,0,0,8.000345587,0,0,0,7.001022362,0,0.999323225,0,4.000172794,87
0,0,0,7.499460004,6.999784002,66.000432,0,0,7.499460004,0.999352005,0,0,7.00122399,0,0,0,4.000287998,85
0,0,0,9.580651696,15.79062193,64.30007324,0,0,10.32865313,0,0,0,0,0,0,0,0,91
0,0,0,22.55023044,11.88962858,65.56014098,0,0,0,0,0,0,0,0,0,0,0,95.3
0,0,0,9.151228678,9.039664132,66.46898212,0,0,15.34012507,0,0,0,0,0,0,0,0,82.7
0,0,0,0,9.750184775,66.38876571,0,0,23.86104952,0,0,0,0,0,0,0,0,84.3
0,0,0,8.99969789,18.00098583,63.90103512,0,0,0,0,0,0,8.99969789,0,0,0.098583263,0,90
0,0,0,8.99969789,18.00098583,63.90103512,0,0,8.99969789,0,0,0,0,0,0,0.098583263,0,93.1
0,0,0.119753124,20.50849019,13.79003286,65.5080296,0,0,0.055270673,0,0.018423558,0,0,0,0,0,0,86.3
0,0,0,0,25.39922481,43.20155039,0,0,0,13,0,0,0,18.39922481,0,0,0,114
0,0,3.329623725,0,4.340241225,69.73260745,0,3.9191506,3.949228502,0,0,0,0,0,10.77991999,0,3.949228502,84
0,0,0,0,0,64.9999225,0,0,0,0,14.99914751,0,20.00092999,0,0,0,0,89
0,0,1.853274872,8.106194157,6.171555998,71.64790791,0.102457473,0.369148247,7.554731878,1.042655457,3.15207401,0,0,0,0,0,0,84
0,0,0.259902119,16.39055233,12.34003101,63.34924157,0,0,4.489771104,2.209927957,0.091193726,0,0,0,0.869380187,0,0,83.3
0,0,0,8.998897976,7.49956499,66.00255206,0,0,6.000232005,0,0,0,4.999709994,0,1.499332985,0,4.999709994,88
0,0,0,8.998897976,7.49956499,66.00255206,0,0,7.000754017,0,0,0,6.000232005,0,1.499332985,0,2.998665971,89
0,0,0,7.660510114,8.478452067,66.77220756,0,0,16.50835532,0.389914981,0.190559953,0,0,0,0,0,0,80.6
0,0,0,9.550183599,13.41799266,65.74357405,0,0,6.098531212,0,0,0,0,0,0,0,5.189718482,76.8
0,0,0.259878419,16.3100304,12.27963526,63.04863222,0,0,4.47112462,3.541033435,0.089665653,0,0,0,0,0,0,84
0,0,4.363653706,0.683559597,8.937144311,79.7507392,0.033383143,3.126887737,1.576956093,0.25116841,1.276507805,0,0,0,0,0,0,76
0,0,16.49967975,0,0,0,46.9988105,6.0000915,30.50141825,0,0,0,0,0,0,0,0,64.1
0,0,18.0002745,0,0,0,46.9988105,4.499496752,30.50141825,0,0,0,0,0,0,0,0,65.9
0,0,19.50086925,0,0,0,46.9988105,2.998902004,30.50141825,0,0,0,0,0,0,0,0,65.5
0,0,20.9991765,0,0,0,46.9988105,1.500594748,30.50141825,0,0,0,0,0,0,0,0,67.3
0,0,22.49977125,0,0,0,46.9988105,0,30.50141825,0,0,0,0,0,0,0,0,50
0,0,0.010421164,0.25904036,8.390525673,66.53764273,0,0.049128344,22.46802936,0.440666359,0.095279213,0,0,1.749266797,0,0,0,83.7
0,0,0,0,0,39.99028052,0,0,7.500202489,30.00080996,0,0,7.500202489,0,0,0,15.00850455,98
0,0,0,0,0,29.99892003,0,0,0,39.99946001,0,0,15.00080998,0,0,0,15.00080998,103
0,0,0,0,0,29.99973,0,0,0,40.00054,0,0,29.99973,0,0,0,0,103
0,0,0,0,0,29.99892003,0,0,7.500404989,39.99946001,0,0,7.500404989,0,0,0,15.00080998,108
0,0,0,0,0,32.4999325,0,0,7.500607501,37.5003375,0,0,17.4987175,0,0,0,5.000405,109
0,0,0,0,0,32.49905502,0,0,15.00080998,37.49932502,0,0,0,0,0,0,15.00080998,106
0,0,0,0,0,35.000135,0,0,0,29.99973,0,0,29.99973,0,5.000405,0,0,103
0,0,0,0,0,34.99919002,0,0,7.500404989,34.99919002,0,0,7.500404989,0,0,0,15.00080998,103
0,0,0,0,0,37.000837,0,0,0,29.99973,0,0,29.99973,0,2.999703,0,0,103
0,0,0,0,0,39.99946001,0,0,7.500404989,29.99892003,0,0,7.500404989,0,0,0,15.00080998,100
0,0,0,0,0,50.00135,0,0,0,19.99892,0,0,0,0,0,0,29.99973,87
0,0,0,0,0,70.00027,0,0,0,0,0,0,0,0,0,0,29.99973,66.2
0,0,0,7.650560992,8.169862934,66.71932827,0,0,16.50063633,0.769444566,0.190166908,0,0,0,0,0,0,82.7
0,0,0,14.000594,10,67.000297,0,0,0,0,0,0,8.999108999,0,0,0,0,88
0,0,0,4.099624033,6.699701819,67.99959666,0,0,10.23033376,0,0,0,10.97074372,0,0,0,0,84
0,0,0,4.111029486,6.699508808,67.99763767,0,0,2.391138384,0,0,0,18.80068565,0,0,0,0,81
0,0,0.259291271,18.6113512,11.95165962,63.44599615,0,0,2.228995133,2.498900666,0.09401204,0,0,0,0.909793932,0,0,87.8
0,0,0,11.2500748,10.79827658,66.81227934,0,0,0,0,0,11.13936928,0,0,0,0,0,83.7
0,0,0,10.86046935,12.25971742,66.18155357,0,0,10.48147474,0,0.007579892,0,0,0,0,0.209205021,0,91
0,0,0.12960852,18.65113446,15.48119115,65.64437296,0,0,0.065585034,0,0.028107872,0,0,0,0,0,0,87.1
0,0,0.320609475,6.539163558,16.81136418,65.40433299,0,0.209507182,9.989683358,0.501547496,0.169827791,0,0,0,0.053963971,0,0,91
0,0,0,10.49925005,13.3000704,66.20037344,0,0,8.500413236,0,0,0,1.499892865,0,0,0,0,91.4
0,0,0.130049078,19.21939589,14.43854407,66.11757056,0,0,0.068120946,0,0.026319456,0,0,0,0,0,0,86.2
0,0,0,8.499384994,13.80073801,66.10086101,0,0,8.299507995,0,0,0,3.299507995,0,0,0,0,90.6
0,0,0,0,10,0,45,30,0,15,0,0,0,0,0,0,0,60.3
0,0,0,11.29959128,13.69964045,66.19956363,0,0,4.901508866,0,0,0,3.899695768,0,0,0,0,90.7
0,0,0,0.1689014,9.61997185,67.45092229,0,0,22.76020446,0,0,0,0,0,0,0,0,84.3
0,0,0,12.69952801,13.00044297,66.50067973,0,0,4.698550415,0,0,0,3.100798876,0,0,0,0,91.3
0,0,0,0,17.19968261,41.39929621,10.3998482,0,31.00117298,0,0,0,0,0,0,0,0,81.9
0,0,0.299300658,5.501292103,7.5000365,68.0011096,0,0.20002044,5.501292103,0,0,0,6.999255398,0,0.998642197,0,4.999050998,85
0,0,0,0,0,85.1991183,0,8.699485672,0,0,0,0,6.101396032,0,0,0,0,62.4
0,0,0,12.20098257,13.20038568,66.49933424,0,0,5.50054332,0,0,0,2.59875419,0,0,0,0,91.4
0,0,0,0,24.39951616,57.9997312,0,0,0,0,0,0,0,17.60075264,0,0,0,112
0,0,0,7.678007613,9.109150462,66.97453451,0,0,15.45929358,0.779013839,0,0,0,0,0,0,0,82
0,0,7.83983647,0,3.309685565,73.5315337,0,0,6.00913846,0,0,0,0,0,9.309805808,0,0,83
0,0,0,0,23.10087944,46.09912763,7.700882983,0,23.09910994,0,0,0,0,0,0,0,0,84
0,0,0,2.000058999,9.000265495,67.99905602,0,0,2.000058999,0,0,0,2.000058999,0,0,0,17.00050149,86
0,0,0,9.765781293,13.45603398,67.06780339,0,0,5.262995907,0,0,0,4.370441045,0,0,0.076944385,0,88
0,0,0,0,0,89.1698917,0,10.8301083,0,0,0,0,0,0,0,0,0,54
0,0,0,0,15.13975796,64.2506893,0,0,13.76942,0,0,0,0,6.840132741,0,0,0,83.5
0,0,21.99931374,0,0,0,46.99988562,0,30.50211598,0.498684662,0,0,0,0,0,0,0,47.5
0,0,10.800108,0,0,89.199892,0,0,0,0,0,0,0,0,0,0,0,67.4
0,0,4.42305869,0.688979489,9.046806359,80.79390664,0.033184792,3.162036598,1.60235138,0.249676053,0,0,0,0,0,0,0,70
0,0,0,4.999923502,4.999923502,59.99908202,0,0,0,7.001116874,0,9.999847004,4.999923502,8.000183596,0,0,0,110
0,0,0,9.999847004,4.999923502,59.99908202,0,0,0,7.001116874,0,9.999847004,0,8.000183596,0,0,0,113
0,0,0,0,20.00065,64.89973675,0,0,14.99886249,0,0,0,0,0,0,0.100750756,0,89.5
0,0,0,4.998699948,20.00130005,65.0026001,0,0,4.998699948,0,0,0,0,0,0,0,4.998699948,88.8
0,0,0,14.99886249,20.00065,64.89973675,0,0,0,0,0,0,0,0,0,0.100750756,0,97.2
0,0,0,0,16.69985775,65.99968389,0,0,17.30045835,0,0,0,0,0,0,0,0,88.5
0,0,0,15.9998808,9.999552993,68.00172843,0,0,5.998837781,0,0,0,0,0,0,0,0,84
0,0,0,9.698646986,13.49938499,67.00184502,0,0,5.399753998,0,0,0,4.400369004,0,0,0,0,90.5
0,0,0,0,0,31.49964772,0,0,11.50073167,36.49937673,0,0,7.500948458,0,2.999837407,0,9.999458024,110
0,0,0,0,0,34.49948512,0,0,11.50073167,36.49937673,0,0,7.500948458,0,0,0,9.999458024,107
0,0,0,9.80006152,13.5004614,67.09935404,0,0,5.299907721,0,0,0,4.300215318,0,0,0,0,88
0,0,0.129711582,19.69784831,12.45994201,67.61788494,0,0,0.067144819,0,0.027468335,0,0,0,0,0,0,85.1
0,0,0,9.79068301,13.48948801,67.12908137,0,0,5.290598422,0,0,0,4.300149183,0,0,0,0,88
0,0,0,9.760300317,13.50195391,67.09744915,0,0,5.26170036,0,0,0,4.301670821,0,0,0.076925444,0,88
0,0,0,6.000114397,5.49962821,68.99845564,0,0,6.000114397,0,0,0,4.001029572,0,0.500486187,0,9.000171595,84
0,0,0,7.600303269,13.87457643,67.49911031,0,0,8.491544044,0,0,0,2.457101301,0,0,0.077364651,0,89
0,0,0,7.22075843,15.23029717,64.61995131,0,0,5.189607444,0,0,0,0,7.739385652,0,0,0,99.9
0,0,0,0,11.24884718,0,55.00189877,33.74925406,0,0,0,0,0,0,0,0,0,48.7
0,0,33.74925406,0,11.24884718,0,55.00189877,0,0,0,0,0,0,0,0,0,0,54
0,0,0,10.69971519,13.50011546,67.40050804,0,0,5.200523439,0,0,0,3.199137865,0,0,0,0,90.2
0,0,0,11.70040797,13.50011546,67.40050804,0,0,4.199830652,0,0,0,3.199137865,0,0,0,0,89.6
0,0,4.464858279,0,9.141336411,81.61472361,0.033666795,3.198345518,0,0.250096191,1.296973195,0,0,0,0,0,0,75
0,0,0,0,11.64995608,67.83085451,0,0,18.22918244,0,0,0,0,0,0,0.130251719,2.159755248,83.7
0,0,0,0,11.65129417,67.82679813,0,0,18.23193542,0,0,0,0,0,0,0.130249746,2.159722538,83.7
0,0,0,8.201533945,13.29982632,67.49973102,0,0,7.9002782,0,0,0,2.499193065,0,0,0,0.599437451,89
