Li2O,B2O3,Na2O,MgO,Al2O3,SiO2,P2O5,K2O,CaO,TiO2,Fe2O3,ZnO,SrO,Y2O3,ZrO,SnO2,BaO,Tliquidus
0,0,13.94210431,0.151084789,5.058318728,72.42400435,0,0,8.424487823,0,0,0,0,0,0,0,0,1319.15
0,0,17.01545227,0,0.130140162,64.77988362,0,0.789816158,1.211649788,6.393322463,0.016454503,0,0,0,9.663281028,0,0,1408.15
0,0,0,26.66017861,12.86924662,47.62995191,0,0,12.84062285,0,0,0,0,0,0,0,0,1621.15
0,0,12.26764739,7.170144828,0,72.22887444,0,0,7.460941955,0,0,0.872391379,0,0,0,0,0,1289.15
0,0,12.61948623,5.369808967,0.590359873,72.78687573,0,0.380035102,7.612306175,0,0.641127921,0,0,0,0,0,0,1245.15
0,0,14.0004121,0,10.99998415,69.89903473,0,0,0,0,0,0,4.999128243,0,0,0.101440776,0,1333.15
0,0,14.0004121,0,10.99998415,69.89903473,0,0,0,0,0,4.999128243,0,0,0,0.101440776,0,1283.15
0,0,14.0004121,0,10.99998415,69.89903473,0,0,4.999128243,0,0,0,0,0,0,0.101440776,0,1343.15
0,0,13.9999683,2.000221895,10.99963546,67.89976701,0,0,2.000221895,2.000221895,0,0,0.998525985,0,0,0.10143756,0,1308.15
0,0,14.0004121,2.000285302,10.99998415,69.89903473,0,0,2.000285302,0,0,0,0.998557639,0,0,0.101440776,0,1303.15
0,0,15.40806452,3.1,10.73870968,69.70322581,1.05,0,0,0,0,0,0,0,0,0,0,1273.15
0,0,11.5100801,5.161123927,1.170638048,71.23841183,0,0.31952544,10.60022066,0,0,0,0,0,0,0,0,1333.15
0,0,17.09289877,0,0.129356489,65.75770192,0,0,2.991554657,5.031521351,0.016355418,0,0,0,8.980611395,0,0,1426.15
0,0,5.000372495,10.99903151,6.000148998,64.00059599,0,6.49929226,0,4.499739254,0,0,0,0,0,0,3.000819489,1443.15
0,0,17.50033526,0,0,67.00043211,0,0,1.999612594,3.999225187,0,0,0,0,9.500394856,0,0,1373.15
0,0,17.50033526,0,0,69.0000447,0,0,1.999612594,1.999612594,0,0,0,0,9.500394856,0,0,1353.15
0,0,17.85991212,0,0,75.87003786,0,0,0,0,2.040350904,0,0,0,4.229699117,0,0,1523.15
0,0,4.079035093,11.50069701,10.08849021,57.83986908,0,1.547063458,9.403600218,1.763743257,3.777501667,0,0,0,0,0,0,1482.15
0,0,7.047281891,0.351014041,8.298331933,63.0475219,0,2.842613705,6.786271451,0,0.0225009,0,8.499339974,0,1.773070923,0,1.332053282,1373.15
0,0,0,13.90093586,0,53.62550407,0,0,32.47356007,0,0,0,0,0,0,0,0,1623.15
0,0,0,26.42217657,0,53.62550407,0,0,19.95231936,0,0,0,0,0,0,0,0,1685.15
0,0,11.41015975,6.947664907,0.401155099,70.72848059,0,0.093887364,10.407272,0.005690143,0.005690143,0,0,0,0,0,0,1369.85
0,0,12.38008223,0.300623351,3.675267835,70.72311705,0,0,12.92090953,0,0,0,0,0,0,0,0,1422.15
0,0,0.530432031,8.049908832,8.31060412,59.9569024,0,9.981766399,7.200012055,5.970374166,0,0,0,0,0,0,0,1473.15
0,0,2.073992612,11.00865691,1.952739475,66.1590954,0,6.96218594,4.125426501,0,0.039477766,0,7.382342159,0,0.21148803,0,0.084595212,1393.15
0,0,10.18729811,4.726906321,6.039771212,65.82105918,0,0.410455502,9.234507898,0,0.044453664,0,1.241739027,0,1.043179326,0,1.25062976,1395.15
0,0,15.69429366,0.032718133,0.72128612,77.78290031,0,0.461028242,0,0,0.230514121,0,0,0,0,0,5.07725941,1346.15
0,0,0,0,0,35.84561823,7.229505521,0,56.92487624,0,0,0,0,0,0,0,0,1688.15
0,0,0,0,19.68004371,44.52977961,0,0,35.79017667,0,0,0,0,0,0,0,0,1708.15
0,0,0,9.271185933,9.049516221,63.35859569,0,9.049516221,9.271185933,0,0,0,0,0,0,0,0,1648.15
0,0,0,29.25047559,0,53.64870006,0,0,17.10082435,0,0,0,0,0,0,0,0,1663.15
0,0,0.519883667,11.94074833,8.289507391,62.97976221,0,10.01039767,3.248896189,3.010804539,0,0,0,0,0,0,0,1473.15
0,0,0,0,0,0,50,45.24068938,0,0,0,0,4.759310618,0,0,0,0,1062.15
0,0,0,13.15912682,15.35963013,46.54123017,0,0,24.94001288,0,0,0,0,0,0,0,0,1746.15
0,0,12.15837927,7.356209056,1.393899166,71.3745635,0,0,7.716949006,0,0,0,0,0,0,0,0,1316.15
0,0,45.24068938,0,0,0,50,0,0,0,0,4.759310618,0,0,0,0,0,885.15
0,0,0,0,20.12793685,65.86365879,0,14.00840436,0,0,0,0,0,0,0,0,0,1848.15
0,0,4.988685608,7.501515981,6.550515433,64.38702616,0,4.888113233,3.505243075,0.017748066,0,0,0.139026519,0,1.141792259,0,6.880333664,1377.15
0,0,15.78970699,0,0.710728903,68.69098808,0,0,5.898606617,0,0,0,0,0,8.909969414,0,0,1257.15
0,0,7.003533156,6.202003095,3.702514089,68.4351914,0,4.302566648,9.504482144,0,0.049639384,0,0,0,0.800070079,0,0,1403.15
0,0,9.704519538,6.001992003,1.801463689,71.03656336,0,2.201307793,9.203631797,0,0.050521818,0,0,0,0,0,0,1398.15
0,0,13.76150811,0.149057431,1.3020605,73.99970773,0,0,10.78766623,0,0,0,0,0,0,0,0,1289.15
0,0,15.4598921,3.081609177,10.99949774,69.17904765,1.279953338,0,0,0,0,0,0,0,0,0,0,1273.15
0,0,0,17.03776737,7.958809191,49.99589187,0,0,25.00753156,0,0,0,0,0,0,0,0,1563.15
0,0,10.90978152,0,0,61.35925608,0,0,9.549399997,0,0,0,0,0,9.090781199,0,9.090781199,1522.15
0,0,10.90978152,0,0,61.35925608,0,0,14.99936694,0,0,0,0,0,9.090781199,0,3.640814259,1466.15
0,0,10.90978152,0,0,61.35925608,0,0,18.6401812,0,0,0,0,0,9.090781199,0,0,1516.15
0,0,12.98922115,3.99956323,9.989548723,68.92227058,0,0,3.99956323,0,0,0,0,0,0,0.099833092,0,1378.15
0,0,0,0,5.04043809,51.35570863,0,0,0,0,0,0,0,0,0,0,43.60385328,1670.15
0,0,0,14.87928597,9.260747845,49.39989467,0,0,26.46007151,0,0,0,0,0,0,0,0,1540.15
0,0,10.91134183,0,0,61.3657466,0,0,10.44990293,0,0,0,0,0,9.090909091,0,8.182099547,1468.15
0,0,10.91134183,0,0,61.3657466,0,0,12.27033567,0,0,0,0,0,9.090909091,0,6.361666807,1461.15
0,0,13.54162121,5.541737575,0,73.97710579,0,0,5.809370046,0,1.130165379,0,0,0,0,0,0,1255.15
0,0,0,40.61993386,0,57.14026328,0,2.239802866,0,0,0,0,0,0,0,0,0,1808.15
0,0,16.09972596,0,1.31061599,68.65840581,0,0,4.750982962,0,0,0,0,0,9.180269272,0,0,1623.15
0,0,0,0,7.999616391,50.00068502,0,0,0,0,0,0,0,0,0,0,41.99969859,1578.15
0,0,0,0,20.92021604,65.2594517,0,13.82033226,0,0,0,0,0,0,0,0,0,1868.15
0,0,5.974617733,6.674163539,3.302031458,66.62772188,0,5.714661253,1.802170198,0.251193901,0,0,6.163013158,0,3.271362435,0,0.219064449,1288.15
0,0,6.476383001,0.181030971,8.588411001,61.94578122,0,3.723203645,5.074901564,0,0.046766334,0,8.028723581,0,3.312866776,0,2.621931902,1349.15
0,0,0,8.368969298,8.04002193,50,0,0,33.59100877,0,0,0,0,0,0,0,0,1514.65
0,0,15.17324846,0.149416528,2.453419397,75.69441332,0,0,6.529502294,0,0,0,0,0,0,0,0,1219.15
0,0,0,0,4.613986534,37.20104094,0,0,0,0,58.18497253,0,0,0,0,0,0,1724.15
0,0,13.47027027,5.408288288,0,74.21981982,0,0,5.71963964,0,0,0,0,0,0,0,1.181981982,1305.15
0,0,0,0,0,53.74016747,0,0,30.99974626,0,0,15.26008627,0,0,0,0,0,1582.15
0,0,0,27.64030115,18.20990432,45.31929572,0,0,8.830498815,0,0,0,0,0,0,0,0,1828.15
0,0,7.877171484,0,0,74.29683558,0,5.551791249,0,0,0,0,8.747927629,0,0,0,3.526274058,1150.15
0,0,2.73228842,3.503534267,5.335791954,64.98368237,0,7.197318933,6.295824735,0,0,0,4.425516969,0,1.431268385,0,4.094773968,1353.15
0,0,3.08985605,15.95816464,0.549651372,66.99280252,0,7.159525416,2.100202429,0,0,0,1.849977508,0,2.260458839,0,0.039361224,1372.15
0,0,15.31990823,1.828957431,10.25044609,68.92046903,0,0,0.041422381,0,0,0,0,0,3.489039001,0.149757838,0,1543.15
0,0,18.39956549,0.101384991,17.49977369,57.09785462,6.800036209,0,0,0,0,0,0,0,0,0.101384991,0,1128.15
0,0,45.10891089,0,0,0,49.99009901,0,4.900990099,0,0,0,0,0,0,0,0,969.15
0,0,13.60203698,0,0,73.63791557,0.419548045,0,12.34049941,0,0,0,0,0,0,0,0,1435.15
0,0,3.749540844,4.939108813,1.949648216,63.53310164,0,5.63985194,10.64960018,0,0,0,5.769828487,0,3.769319884,0,0,1443.15
0,0,4.669191882,7.003787823,6.75323144,63.38781706,0,4.52917508,7.003787823,0.017686333,0,0,0.120856608,0,1.123082138,0,5.391383808,1454.15
0,0,0,0,27.61216989,41.00454994,0,0,31.38328017,0,0,0,0,0,0,0,0,1758.15
0,0,0,39.7794452,0,48.22078217,0,0,0,0,0,0,0,11.99977262,0,0,0,1807.15
0,0,15.4783758,0,0.259930979,66.39253983,0,0,6.808135693,1.870915633,0,0,0,0,9.190102063,0,0,1463.15
0,0,6.537522926,0.178861049,9.029451442,61.92533309,0,3.754566262,5.126339563,0,0.045473148,0,5.975171661,0,3.343792157,0,4.0834887,1413.15
0,0,15.42970498,0.611520449,0.601079856,78.56098798,0,0.979924231,3.281329237,0,0.535453271,0,0,0,0,0,0,1381.15
0,0,0,0,0,0,0,0,0,53.77997716,0,46.22002284,0,0,0,0,0,1693.15
0,0,0,0,18.5411154,67.17678189,0,14.28210271,0,0,0,0,0,0,0,0,0,1838.15
0,0,0,0,18.01795319,58.23454281,0,0,0,0,23.747504,0,0,0,0,0,0,1531.15
0,0,0,15.36900984,14.19090264,47.24021504,0,0,23.19987248,0,0,0,0,0,0,0,0,1738.15
0,0,0,14.83240378,8.791208791,49.73493843,0,0,26.641449,0,0,0,0,0,0,0,0,1547.15
0,0,0,0,0,53.80066496,0,0,0,0,0,46.19933504,0,0,0,0,0,1763.15
0,0,0,0,27.47046809,34.06961319,0,0,0,0,38.45991872,0,0,0,0,0,0,1732.15
0,0,4.009105477,7.008820931,8.509427463,59.97334252,0,5.49922873,5.999430908,3.540353137,0,0,4.480853039,0,0.979437797,0,0,1453.15
0,0,7.004101172,6.103594728,3.602025775,69.43386313,0,4.302581841,9.504210634,0,0.049622721,0,0,0,0,0,0,1403.15
0,0,14.43010034,9.569725397,0,76.00017426,0,0,0,0,0,0,0,0,0,0,0,1445.15
0,0,0,0,0,53.81491446,0,0,20.75739885,0,0,25.42768668,0,0,0,0,0,1501.15
0,0,0,0,19.33047734,66.56958532,0,14.09993735,0,0,0,0,0,0,0,0,0,1828.15
0,0,14.85186105,0.300804579,0.058408656,76.41604486,0,0,8.372880861,0,0,0,0,0,0,0,0,1364.15
0,0,0,8.390013328,8.270470066,49.99931297,0,0,33.34020364,0,0,0,0,0,0,0,0,1513.15
0,0,4.980860303,3.40126791,8.061368072,66.15526606,0,6.180684793,6.109572875,0,0,0,1.319353033,0,1.110556337,0,2.681070613,1343.15
0,0,6.120074574,5.609834733,4.330029857,61.23719144,0,0,22.7028694,0,0,0,0,0,0,0,0,1557.15
0,0,9.190331377,3.141017404,0.61963707,68.46846847,0,2.689853086,10.71943576,0,0,0,1.830356505,0,3.34090033,0,0,1363.15
0,0,14.9191841,3.101227934,0.129947875,69.50897224,0,0,2.359502986,0,0,0,0,0,7.20115639,0,2.780008469,1418.15
0,0,0,33.70108129,8.120643284,50.07958724,0,0,8.098688183,0,0,0,0,0,0,0,0,1696.15
0,0,4.799988676,3.561418906,2.230841095,61.84638904,0,4.499900914,8.991308779,0,0,0,6.180109277,0,5.260028876,0,2.630014438,1393.15
0,0,5.530561702,12.91929835,9.610340128,58.40062135,0,0.329723472,13.209455,0,0,0,0,0,0,0,0,1441.15
0,0,0,7.290421014,8.300688631,49.99931274,0,0,34.40957761,0,0,0,0,0,0,0,0,1523.15
0,0,0,12.56218905,0,53.83541476,0,0,33.60239618,0,0,0,0,0,0,0,0,1633.15
0,0,9.835263415,4.727094794,6.039352916,66.29498376,0,0.751768212,9.033080767,0,0.044483326,0,1.242567578,0,0.779940985,0,1.251464243,1401.15
0,0,12.24821683,7.360912981,0,72.45934379,0,0,7.512125535,0,0,0,0,0,0,0,0.419400856,1316.15
0,0,12.6199464,6.028297265,0.750655563,72.67959542,0,0,7.921505345,0,0,0,0,0,0,0,0,1257.15
0,0,17.03405313,0,0.130282428,64.85369433,0,0.79966456,0.850579532,6.651891341,0.008984995,0,0,0,9.670849681,0,0,1413.15
0,0,13.67797994,0,1.189643107,73.57126195,0,0,10.80009331,0.761021693,0,0,0,0,0,0,0,1311.15
0,0,15.54122687,0,0.450470344,68.53626581,0,0,6.471462851,0,0,0,0,0,9.000574129,0,0,1473.15
0,0,0,0,0,66.68958689,0,8.350294296,24.96011882,0,0,0,0,0,0,0,0,1606.15
0,0,0,0,30.00033,39.99934,0,0,30.00033,0,0,0,0,0,0,0,0,1793.15
0,0,0,40.231051,0,48.76866723,0,0,0,0,0,0,0,11.00028177,0,0,0,1745.15
0,0,7.000297,0,10,20,0,0,5.74992575,40,0,0,5.74992575,0,0,0,11.4998515,1518.15
0,0,14.28020194,3.231615164,12.3894659,69.88006045,0,0,0,0,0,0,0,0,0,0.218656548,0,1364.15
0,0,18.5004356,0,17.500363,56.99869319,7.000508204,0,0,0,0,0,0,0,0,0,0,1003.15
0,0,24.99948438,0,0,0,37.50025781,0,37.50025781,0,0,0,0,0,0,0,0,1083.15
0,0,0,0,0,0,33.60990233,18.76994488,47.62015279,0,0,0,0,0,0,0,0,1320.15
0,0,3.639041127,0,7.60904219,65.4936313,0,8.359015622,3.130455905,0.67102886,0,0,8.459214502,0,2.638570496,0,0,1473.15
0,0,11.1813494,5.871023857,11.19066849,65.88593439,0,0,5.871023857,0,0,0,0,0,0,0,0,1451.15
0,0,5.800082879,1.000473597,4.999408004,67.89900545,0,5.800082879,11.9997632,0,0,0,1.000473597,0,1.500710395,0,0,1473.15
0,0,13.75067505,0,1.240640462,74.44718521,0,0,10.56149928,0,0,0,0,0,0,0,0,1270.15
0,0,11.5795642,6.199207365,7.610220982,71.50986167,0,2.299258254,0.60141564,0,0,0,0,0,0,0.20047188,0,1188.15
0,0,12.61076928,2.770335914,1.520593517,75.39670857,0,1.840021197,4.430771042,0,0,0,0.300291459,0,0,0,1.130509023,1293.15
0,0,12.67193572,5.100213964,0.590949449,73.10015574,0,0.381351615,7.324279871,0,0.831113634,0,0,0,0,0,0,1243.15
0,0,45.37959123,0,0,0,50.25951772,0,4.360891052,0,0,0,0,0,0,0,0,786.15
0,0,0,7.569197571,8.970439738,49.73925553,0,0,33.72110716,0,0,0,0,0,0,0,0,1516.15
0,0,5.140910499,11.07227654,5.941689156,65.02086744,0,5.071598165,5.111415889,0,0.010323113,0,0.610538424,0,1.810969045,0,0.20941173,1483.15
0,0,9.801394341,1.250805554,5.580291757,66.38643154,0,0,16.98107681,0,0,0,0,0,0,0,0,1543.15
0,0,12.67173128,5.099545931,0.590872046,73.10222377,0,0.381301665,7.323320526,0,0.831004774,0,0,0,0,0,0,1243.15
0,0,0,0,32.37233553,49.00322036,0,0,0,0,18.6244441,0,0,0,0,0,0,1745.65
0,0,0,0,8.458284614,64.55051929,0,0,0,0,26.99119609,0,0,0,0,0,0,1456.15
0,0,0,0,22.08584462,55.6945793,0,0,0,0,22.21957609,0,0,0,0,0,0,1613.15
0,0,0,13.63254601,16.07113914,46.48503691,0,0,23.81127794,0,0,0,0,0,0,0,0,1783.15
0,0,3.99976541,11.75004399,4.750454519,66.49756613,0,6.750337224,4.501202276,0,0,0,0,0,1.750630462,0,0,1488.15
0,0,6.380701093,0.259329061,10.09121749,62.55258198,0,2.270637015,18.42140972,0,0.024123634,0,0,0,0,0,0,1524.85
0,0,13.46100593,5.348840599,1.100374565,70.93116465,0,0.209872765,5.430457785,3.489134712,0.029148995,0,0,0,0,0,0,1203.15
0,0,0,17.21941893,13.23011458,47.81989908,0,0,21.73056742,0,0,0,0,0,0,0,0,1628.15
0,0,0,40.68042792,0,49.3198514,0,0,0,0,0,0,0,9.999720678,0,0,0,1711.15
0,0,12.45731813,2.002430696,0.850743677,73.21025522,0,0.480351872,10.93523931,0.02893686,0.023149488,0,0,0,0,0,0.011574744,1294.15
0,0,0,7.03093778,8.539929718,49.99931096,0,0,34.42982154,0,0,0,0,0,0,0,0,1519.65
0,0,0,16.46017943,8.540165098,50.00068906,0,0,24.99896642,0,0,0,0,0,0,0,0,1558.15
0,0,5.994793495,5.033930034,3.312565813,66.94161694,0,5.744705745,3.012753013,0.251550252,0,0,6.195156195,0,3.293553294,0,0.219375219,1288.15
0,0,10.04574999,5.718008321,5.959343214,67.01410995,0,0.401237767,8.353444574,0,0.044417465,0,1.222960868,0,0,0,1.240727854,1417.15
0,0,3.129844813,11.22998757,17.75983545,50.58099375,0,0,17.29933842,0,0,0,0,0,0,0,0,1637.15
0,0,5.803676644,7.403370257,5.403016733,67.23426821,0,4.70186189,4.401366957,0,0.050082489,0,4.70186189,0,0.300494933,0,0,1373.15
0,0,16.46964142,1.101672181,16.34981669,57.90932666,6.529553787,1.500491818,0.039345435,0,0,0,0,0,0,0.100152016,0,1143.15
0,0,15.01044116,7.941120636,0,74.49875144,0,0,0,0,0,0,0,0,2.549686765,0,0,1273.15
0,0,5.143650161,11.06682021,5.934980955,64.99542327,0,5.07426108,5.114122892,0,0.039861812,0,0.611214457,0,1.810021555,0,0.209643606,1483.15
0,0,0,19.87201181,13.77103652,58.97609451,0,7.380857152,0,0,0,0,0,0,0,0,0,1683.15
0,0,5.09974188,11.79893469,5.09974188,66.70247527,0,7.30047894,0,3.998627337,0,0,0,0,0,0,0,1483.15
0,0,5.774290121,0.18143881,9.136956062,63.18304152,0,4.033989537,6.894674771,0,0.045359702,0,6.295926699,0,1.511990081,0,2.942332698,1387.15
0,0,10.84983079,0,0,76.10858546,0,3.539630205,7.430754259,0,0,0,0,0,0,0,2.071199291,1277.15
0,0,0,0,20.10061856,59.80041237,0,9.799587629,10.29938144,0,0,0,0,0,0,0,0,1737.15
0,0,0,4.031076582,0,79.42878283,0,16.54014058,0,0,0,0,0,0,0,0,0,1038.15
0,0,0,13.82039826,8.599481494,50,0,0,27.58012025,0,0,0,0,0,0,0,0,1548.15
0,0,0,16.45949894,4.259570598,58.56186093,0,4.259570598,16.45949894,0,0,0,0,0,0,0,0,1597.15
0,0,5.109145929,5.229603079,5.169374504,64.94990745,0,5.228134089,3.134823868,0,0,0,5.088580075,0,2.282809883,0,3.807621118,1312.15
0,0,12.72020919,0.149420994,4.874112813,71.18714979,0,0,11.06910721,0,0,0,0,0,0,0,0,1422.15
0,0,13.80013496,0,1.729601267,74.40952968,0,0,10.06073409,0,0,0,0,0,0,0,0,1274.15
0,0,0,2.999367846,5.91938022,51.24480491,0,0,39.83644703,0,0,0,0,0,0,0,0,1673.15
0,0,0,18,18.24024024,45.57057057,0,0,18.18918919,0,0,0,0,0,0,0,0,1736.15
0,0,14,0,12,69.9008,0,0,4,0,0,0,0,0,0,0.0992,0,1313.15
0,0,12.99809833,4.090757327,0.87970154,70.75355292,0,0.43985077,7.339556085,0,0,0,0,0,3.498483023,0,0,1353.15
0,0,0,10.95898619,17.96039426,45.71137542,0,0,25.36924414,0,0,0,0,0,0,0,0,1854.15
0,0,4.000504619,5.620891213,4.339720497,61.28032968,0,2.039500428,22.71905356,0,0,0,0,0,0,0,0,1574.15
0,0,5.044685388,0.181463503,9.269760619,62.92549411,0,4.63488031,6.998442438,0,0.045365876,0,6.387515311,0,1.53034221,0,2.982050235,1399.15
0,0,6.89596511,0.349515164,8.377538238,68.60085678,0,6.345401401,0.630983127,0.179397164,0,0,6.186109092,0,1.732110546,0,0.702123382,1288.15
0,0,13.84039173,0,0.919583783,74.86082369,0,0,10.37920079,0,0,0,0,0,0,0,0,1251.15
0,0,4.6607275,7.966641999,2.516081289,63.75875221,0,4.629418797,9.150680253,0,0,0,0,0,3.128024136,0,4.18967382,1293.15
0,0,12.47982402,0,0,73.19916011,0,0,14.32101587,0,0,0,0,0,0,0,0,1351.15
0,0,15.8904901,0,10.47918606,73.63032384,0,0,0,0,0,0,0,0,0,0,0,1308.15
0,0,0,6.480817002,8.66961082,50,0,0,34.84957218,0,0,0,0,0,0,0,0,1524.15
0,0,0,11.13993928,8.66961082,50,0,0,30.1904499,0,0,0,0,0,0,0,0,1538.15
0,0,0,0,0,79.86116261,0,16.79843363,3.340403756,0,0,0,0,0,0,0,0,1009.15
0,0,10.83250191,0.460707788,4.56159399,66.29497036,0,0.130582781,11.85222137,0,0.007336111,0,0,0,2.479605611,0,3.380480075,1402.15
0,0,0,0,0,54.000508,0,0,0,0,0,5.999491999,0,0,0,0,40,1618.15
0,0,0,0,0,54.000508,0,0,0,0,0,10,0,0,0,0,35.999492,1541.15
0,0,0,0,0,54.000508,0,0,0,0,0,15.999492,0,0,0,0,30,1415.15
0,0,0,0,0,53.99913642,0,0,0,0,0,18.00055879,0,0,0,0,28.00030479,1414.15
0,0,0,0,0,54.000508,0,0,0,0,0,20,0,0,0,0,25.999492,1450.15
0,0,0,0,0,54.000508,0,0,0,0,0,21.998984,0,0,0,0,24.000508,1474.15
0,0,0,0,0,54.000508,0,0,0,0,0,25.999492,0,0,0,0,20,1490.15
0,0,0,0,0,54.000508,0,0,0,0,0,30,0,0,0,0,15.999492,1478.15
0,0,0,0,0,54.000508,0,0,0,0,0,34.000508,0,0,0,0,11.998984,1519.15
0,0,0,0,0,54.000508,0,0,0,0,0,35.999492,0,0,0,0,10,1580.15
0,0,0,0,0,54.000508,0,0,0,0,0,45.999492,0,0,0,0,0,1762.15
0,0,0,17.75279548,18.34195022,45.56330408,0,0,18.34195022,0,0,0,0,0,0,0,0,1734.15
0,0,4.682046732,7.027506655,6.776101745,63.09671695,0.190771961,4.541555753,7.01863354,0.017746229,0,0,0.121265898,0,1.123927832,0,5.403726708,1373.15
0,0,9.704526193,6.004280564,1.10030596,71.735352,0,2.20061192,9.20464829,0,0.050275076,0,0,0,0,0,0,1303.15
0,0,0,41.12964629,0,49.87056136,0,0,0,0,0,0,0,8.999792344,0,0,0,1694.15
0,0,6.610033708,0.181386701,9.489547591,62.30935502,0,2.920325891,6.928971991,0,0,0,8.86074036,0,2.010369273,0,0.689269465,1403.15
0,0,10.3797836,0,0,76.11066734,0,3.970662987,8.138842495,0,0,0,0,0,0,0,1.40004357,1165.15
0,0,0,8.418959231,8.739365816,49.99447575,0,0,32.8471992,0,0,0,0,0,0,0,0,1538.15
0,0,2.460578277,16.27958355,6.260528569,54.91977576,0,0,20.07953384,0,0,0,0,0,0,0,0,1573.15
0,0,4.000113801,0.500725483,3.000085351,62.49964437,0,5.000142252,18.00051211,0,0,0,0,0,4.000113801,0,2.998662835,1423.15
0,0,0,6.969801923,18.41076641,63.18011644,0,11.43931522,0,0,0,0,0,0,0,0,0,1773.15
0,0,5.719970157,1.761341194,4.170750618,67.29376655,0,5.27085741,5.061661571,0,0.02194362,0,3.42027883,0,1.729157219,0,5.550272832,1323.15
0,0,6.525026463,0.181460759,8.646605172,62.3741116,0,3.742628157,5.114169061,0,0.04536519,0,5.954937245,0,3.341902314,0,4.073794042,1344.15
0,0,0,7.040229885,8.769893899,50,0,0,34.18987622,0,0,0,0,0,0,0,0,1526.65
0,0,15.57778595,0,0,72.89444649,0,0,6.496506068,0,0,0,0,0,5.031261493,0,0,1363.15
0,0,16.99629448,0,0.129470066,65.8422251,0,0,2.750122773,5.291902912,0.007440808,0,0,0,8.982543864,0,0,1416.15
0,0,17.01217506,0,0.130126537,64.74916988,0,0.58033444,1.211522929,6.640940501,0.013461366,0,0,0,9.662269287,0,0,1408.15
0,0,0,0,0,0,0,0,0,0,0,0,0,85.00188005,14.99811995,0,0,2662.15
0,0,0,5.649764363,8.799425073,50.01036527,0,0,35.54044529,0,0,0,0,0,0,0,0,1548.15
0,0,17.73963672,0,0,76.44115596,0,0,0,0,1.619310428,0,0,0,4.199896898,0,0,1523.15
0,0,0,0,0,54.05995935,0,0,0,0,0,0,45.94004065,0,0,0,0,1833.15
0,0,0,1.629121289,0,80.93092645,0,17.43995226,0,0,0,0,0,0,0,0,0,1033.15
0,0,4.309283053,10.99977192,10.06766517,59.0526876,0,1.73040371,8.618566107,1.627005246,3.594617198,0,0,0,0,0,0,1487.15
0,0,0,2.84912106,8.869618135,50.00069153,0,0,38.28056927,0,0,0,0,0,0,0,0,1593.15
0,0,3.199478523,9.500658636,0.400613822,59.20121678,0,3.299971482,15.39986691,0,0,4.299469017,0,0,4.698724826,0,0,1573.15
0,0,3.199478523,11.70063962,0.400613822,60.20071431,0,3.299971482,17.49935494,0,0,0,0,0,3.699227291,0,0,1573.15
0,0,11.36955291,0,0,71.59026599,0,0,17.0401811,0,0,0,0,0,0,0,0,1412.15
0,0,15.54621849,0,0,69.0897338,0,0,6.475877064,0,0,0,0,0,8.888170653,0,0,1473.15
0,0,5.96651446,0.179604262,9.420091324,62.36225266,0,4.153729072,4.484018265,0,0.179604262,0,6.487062405,0,2.764079148,0,4.00304414,1379.15
0,0,10.07677259,4.67749585,5.980258478,67.22195874,0,0.400165995,9.135641451,0,0.044462888,0,1.221247332,0,0,0,1.24199668,1399.15
0,0,15.56693296,0,0,74.95843816,0,0,6.47629136,0,0,0,0,0,2.998337526,0,0,1243.15
0,0,0,41.58068057,0,50.41986828,0,0,0,0,0,0,0,7.999451153,0,0,0,1706.15
0,0,5.966539924,0.179467681,9.440304183,62.45779468,0,4.164258555,4.48365019,0,0.045627376,0,6.497338403,0,2.761977186,0,4.003041825,1379.15
0,0,11.92045842,0,0,0,29.46882466,0,58.61071692,0,0,0,0,0,0,0,0,1674.15
0,0,0,0,8.939916123,49.99930795,0,0,41.06077593,0,0,0,0,0,0,0,0,1638.15
0,0,0,0,0,56.57190056,0,0,38.57611042,0,4.851989022,0,0,0,0,0,0,1679.15
0,0,4.999853248,11.49951572,4.999853248,66.00041091,0,5.50027883,3.501511549,0,0,0,1.000851164,0,1.99876728,0,0.498958058,1448.15
0,0,15.55764789,0,0,76.9864505,0,0,6.464331426,0,0,0,0,0,0.991570182,0,0,1383.15
0,0,17.66379207,0,0.13025512,65.15450952,0,0,0.961192957,7.021799018,0.016469038,0,0,0,9.051982273,0,0,1409.15
0,0,3.200285691,11.80122517,2.10010164,57.59964838,0,2.800593358,17.69909073,0,0,0,0,0,4.799055023,0,0,1573.15
0,0,5.009665922,0.18123603,9.211321211,62.52340965,0,4.600374554,6.959463541,0,0.045309007,0,6.34024044,0,2.111399746,0.048329608,2.969250287,1399.15
0,0,8.853501292,4.756528714,6.06969904,66.14278499,0,1.782584153,8.514810303,0.81107579,0.044564604,0,1.24186696,0,0.519920378,0,1.262663775,1395.15
0,0,0,15.97894591,9.010319274,50.00069257,0,0,25.01004225,0,0,0,0,0,0,0,0,1547.15
0,0,0,15.9995568,8.999750699,50.001385,0,0,24.9993075,0,0,0,0,0,0,0,0,1547.15
0,0,0,19.05038117,8.689647553,50.14086841,0,0,22.11910286,0,0,0,0,0,0,0,0,1556.15
0,0,8.999501413,0,0,53.99977841,0,0,5.700515207,6.99961221,0,0,5.800232674,0,6.99961221,0,11.50074788,1353.15
