Li2O,B2O3,Na2O,MgO,Al2O3,SiO2,P2O5,K2O,CaO,TiO2,Fe2O3,ZnO,SrO,Y2O3,ZrO,SnO2,BaO,Density293K
0,0,8.500431885,5.309106614,10.75086377,67.71964462,0,0.006169793,7.709155972,0,0.004627345,0,0,0,0,0,0,2.506
0,0,8.779579486,3.73031267,8.729924742,72.78144154,0,2.450151292,3.419970517,0,0.009310265,0,0,0,0,0.099309489,0,2.43
0,0,31.12795302,0,0,0,44.78355865,0,24.08848832,0,0,0,0,0,0,0,0,1.568
0,0,0.969765291,4.639264655,6.020927275,60.42606082,0.199445023,2.53063938,23.19343277,0,2.020464794,0,0,0,0,0,0,2.615
0,0,1.091403147,8.39380095,7.492012303,66.85180208,0,6.681298337,1.442264624,0,0,0,7.18146257,0,0.821165159,0,0.044790827,2.63
0,0,4.190679473,0,0.320170758,72.88794023,0,5.511205977,10.41053006,0,0,0,5.629313412,0,1.050160085,0,0,2.71
0,0,0,0,0,52.50052063,0,0,0,0,15.00014875,0,0,0,0,0,32.49933062,3.67
0,0,0,0,0,79.30760346,0,15.96142019,0,4.730976345,0,0,0,0,0,0,0,2.41
0,0,14.54167703,0.358702987,15.00159818,55.03782363,7.280605178,0.449266612,3.629648045,3.629648045,0,0,0,0,0,0.071030294,0,2.463
0,0,0,0,9.950068559,0,49.38038445,40.669547,0,0,0,0,0,0,0,0,0,2.505
0,0,2.330311483,0,0,78.25720595,0,9.980822873,0,0,0,0,0,0,0,0,9.431659693,2.57
0,0,7.100599914,22.89926154,0,70.00013855,0,0,0,0,0,0,0,0,0,0,0,2.362
0,0,1.509694541,16.42114385,3.150725737,59.83535529,0,0,19.08308059,0,0,0,0,0,0,0,0,2.552
0,0,10.99974152,12.8004825,0,76.19977598,0,0,0,0,0,0,0,0,0,0,0,2.387
0,0,0,0,0,57.1294143,0,0,38.9600613,0,3.910524405,0,0,0,0,0,0,2.63
0,0,7.810262805,5.480886179,8.059673918,72.67100827,0,3.120718058,2.749680538,0,0.009237449,0,0,0,0,0.098532785,0,2.427
0,0,12.32008004,0,12.41044343,73.17820951,0,0,2.091267024,0,0,0,0,0,0,0,0,2.608
0,0,31.10888565,0,0,0,44.8197378,0,24.07137655,0,0,0,0,0,0,0,0,1.565
0,0,0,0,0,81.29958778,0,14.20002068,0,0,0,0,4.500391531,0,0,0,0,2.464
0,0,1.061512143,9.764157151,4.826517334,68.74680157,0,6.959776585,2.342344977,0,0,0,5.506411475,0,0.532218209,0,0.260260553,2.59
0,0,13.88717103,4.098811242,13.88717103,63.0282416,4.998969285,0,0.099635814,0,0,0,0,0,0,0,0,2.404
0,0,2.99992799,5.129977677,1.719593865,73.19075394,0,6.590336286,5.55051487,0,0,0,2.719089796,0,0,0.100813711,1.998991863,2.584
0,0,0,0,0,84.0698407,0,15.9301593,0,0,0,0,0,0,0,0,0,2.361
0,0,12.62011736,2.011416146,9.98992693,72.39819005,0.959339974,0,0.028780199,0,0,1.941064548,0,0,0,0.051164799,0,2.425
0,0,12.35168945,0,0.367552231,75.3804488,0,0,0.038689709,0,11.86161981,0,0,0,0,0,0,2.644
0,0,0,0,29.40033826,46.7002696,0,0,23.89939213,0,0,0,0,0,0,0,0,2.624
0,0,0,0,1.999762404,22.99924761,0,0,0,35.00046199,0,0,0,0,0,0,40.00052799,4.13
0,0,0,0,21.43003064,50.00078573,0,0,28.56918363,0,0,0,0,0,0,0,0,2.669
0,0,13.33030227,0,0,79.99941334,0,0,6.670284382,0,0,0,0,0,0,0,0,2.42
0,0,14.999615,0,3.999383999,81.001001,0,0,0,0,0,0,0,0,0,0,0,2.364
0,0,0.110486622,3.189700725,22.62894109,50.10648348,0,0,22.80187667,0.172935581,0.989575827,0,0,0,0,0,0,2.729
0,0,4.331673386,5.346612916,12.46857956,64.30795985,0.014228124,1.710536716,7.224725318,1.087661054,3.508023081,0,0,0,0,0,0,2.44
0,0,7.659836558,0,2.660437447,79.04999399,0,5.759524096,0,0,0,0,0,0,0,0,4.870207908,2.3
0,0,4.000182171,3.980446927,6.230264756,73.75819772,0,7.059145009,4.189944134,0,0.01062667,0,0.6709983,0,0,0.091085742,0.009108574,2.44
0,0,12.17077281,1.309686221,11.80162106,73.37452853,0,0.020865099,1.309686221,0,0.012840061,0,0,0,0,0,0,2.417
0,0,1.889407865,4.158505349,5.85053488,73.11134549,0,8.6605394,5.210185325,0,0.010546934,0,1.000452011,0,0,0.099442519,0.009040229,2.454
0,0,4.900471053,5.898799575,4.900471053,72.70019754,0,7.600668591,0,3.99939219,0,0,0,0,0,0,0,2.412
0,0,0,0,0,67.31066345,0,15.88942055,0,16.799916,0,0,0,0,0,0,0,2.562
0,0,1.799780043,11.58933508,7.42056297,56.38022768,0,0,17.210118,0,5.599976221,0,0,0,0,0,0,2.8
0,0,2.999796328,5.179085804,2.739387238,72.98146586,0,6.64988798,5.600977625,0,0,0,2.749570834,0,0,0.098926358,1.000901976,2.541
0,0,0,0,0,63.64017907,2.020145495,6.060436486,28.27923895,0,0,0,0,0,0,0,0,2.89
0,0,0,11.99933522,6.99961221,50.9999446,0,0,10.99939062,3.999778406,0,10.50080328,3.50119107,0,0.999944601,0,0,3.04
0,0,6.9998061,0,0,29.999169,0,0,5.750533226,32.9990859,0,0,5.750533226,0,6.9998061,0,11.50106645,3.809
0,0,7,0,0,30,0,0,6,33,0,0,6,0,7,0,11,3.79
0,0,2.999884118,5.400081117,1.900457732,72.00011588,0,7.000695289,5.79987253,1.998957066,0,0,2.899936265,0,0,0,0,2.525
0,0,0,3.138834147,0.289892326,74.60371862,0,9.970582355,11.94127895,0,0.0556936,0,0,0,0,0,0,2.5
0,0,11.63918678,3.020424875,10.00929119,73.29018441,0,0,1.990519834,0,0,0,0,0,0,0.050392907,0,2.411
0,0,9.219387125,3.311503769,6.110218708,77.37859879,0,3.98029161,0,0,0,0,0,0,0,0,0,2.39
0,0,10.8293697,0,10.8293697,71.66976407,0,0,6.671496519,0,0,0,0,0,0,0,0,2.452
0,0,9.208247361,5.696040484,7.016883293,64.54207268,0,0,1.753091254,5.997258912,0.02108529,0,5.765320722,0,0,0,0,2.65
0,0,0,16.24019106,14.58027383,52.93934404,0,0,16.24019106,0,0,0,0,0,0,0,0,2.696
0,0,7.22025422,7.421188938,7.50007442,67.21936118,0,0,10.38906915,0,0.250052094,0,0,0,0,0,0,2.542
0,0,0,2.431159259,4.089578411,71.96885263,0,9.549284472,10.82133357,0,1.139791657,0,0,0,0,0,0,2.58
0,0,0.639786738,17.00233256,2.309896701,59.00699767,0,0,21.04098634,0,0,0,0,0,0,0,0,2.545
0,0,0,3.76108435,2.979936062,69.96774147,0,7.919975698,14.54093072,0,0.830331699,0,0,0,0,0,0,2.58
0,0,0.741292008,9.315764129,4.4579667,67.87491427,0,7.342876738,3.875731442,0,0,0,4.258051336,0,1.873659327,0,0.25974405,2.609
0,0,2.483679976,11.66236526,9.219675118,60.52527706,0,0.305146501,8.389251556,2.167906482,5.246698042,0,0,0,0,0,0,2.81
0,0,10.7901276,6.009421163,6.950012958,73.18017592,0,0,0.039635959,0,0,0,2.960501242,0,0,0.070125158,0,2.477
0,0,5.702942753,7.204022197,2.800759233,71.73305128,0,3.302084994,4.303287596,0,0.050712143,0,4.601764783,0,0.301375024,0,0,2.56
0,0,9.699870744,0,0,74.38035311,0,0,15.91977615,0,0,0,0,0,0,0,0,2.506
0,0,7.799515993,7.948217045,0.300317812,78.13219815,0,4.490188646,1.078811558,0,0,0,0,0,0.250750795,0,0,2.4
0,0,6.603745046,4.70097105,6.703572617,72.03617993,0,3.401700094,6.503917476,0,0.049913785,0,0,0,0,0,0,2.53
0,0,7.231324632,0.39988892,0,70.46653707,0,0,21.90224938,0,0,0,0,0,0,0,0,2.575
0,0,0,27.21127571,23.40955942,49.37916487,0,0,0,0,0,0,0,0,0,0,0,2.68
0,0,5.14991778,5.209854155,8.669258787,71.22900306,0,4.859456884,4.770320736,0,0.010757811,0,0,0,0,0.101430789,0,2.446
0,0,13.94049572,0,0.119717998,80.98553038,0,0,0,0,0,0,4.954255901,0,0,0,0,2.475
0,0,0,9.881662939,6.300448763,65.77704054,0,6.340437506,9.970526815,0,1.72988344,0,0,0,0,0,0,2.56
0,0,9.428982726,5.797144914,6.236504319,65.91590691,0,0,2.081333973,5.365283109,0.040487044,0,5.134357006,0,0,0,0,2.62
0,0,0,32.66868672,13.98861873,43.19562486,0,0,0,9.997782869,0.149286823,0,0,0,0,0,0,2.85
0,0,15.60053294,0,0,78.30057336,0,0,0.598811359,5.500082337,0,0,0,0,0,0,0,2.443
0,0,0,0,0,56.38517702,0,0,0,0,0,0,0,6.381044221,0,0,37.23377876,4.19
0,0,0,0,23.46038243,49.37967641,0,0,27.15994117,0,0,0,0,0,0,0,0,2.72
0,0,0,0,26.57978854,48.10097533,0,0,25.31923613,0,0,0,0,0,0,0,0,2.714
0,0,42.999223,0,0,0,51.999482,0,0,0,5.001295001,0,0,0,0,0,0,2.64
0,0,45.001295,0,0,0,53.998964,0,0,0,0.999741,0,0,0,0,0,0,2.51
0,0,0,33.50068595,12.70031233,53.79900172,0,0,0,0,0,0,0,0,0,0,0,2.456
0,0,0.644548378,11.12247881,6.945337621,56.22917276,0,0.342005262,19.69891844,0.111078632,4.906460099,0,0,0,0,0,0,2.82
0,0,6.95004654,4.660254421,10.54142104,68.99782811,0,2.300651567,6.149550109,0.400248216,0,0,0,0,0,0,0,2.456
0,0,6.949938723,4.660182126,10.53970618,68.99986038,0,2.300615876,6.149454709,0.400242007,0,0,0,0,0,0,0,2.456
0,0,14.0001896,0,0,78.00037919,0,0,0,0,7.999431208,0,0,0,0,0,0,2.571
0,0,43.99492346,0,2.999300681,0,53.00577586,0,0,0,0,0,0,0,0,0,0,2.506
0,0,0,8.479246022,7.149847187,66.60242995,0,7.119736228,8.668945063,0,1.979795547,0,0,0,0,0,0,2.54
0,0,3.595686368,3.095209724,4.507268827,70.09056244,0,6.750476644,8.65407531,0,0,0,0,0,3.306720686,0,0,2.56
0,0,0,0,0.400488909,58.85886667,0,0,0,0,0,0,0,0,0,40.74064442,0,3.738
0,0,9.669616687,0,0.190660482,74.32913121,0,0,15.81059162,0,0,0,0,0,0,0,0,2.496
0,0,0,0,0,59.03380391,0,0,37.31640979,0,0,3.649786297,0,0,0,0,0,2.206
0,0,4.983482909,0,0,69.61280535,0,0,20.92637489,0,4.477336849,0,0,0,0,0,0,2.83
0,0,0,0,0,59.04981478,0,0,0,0,0,0,0,0,0,40.95018522,0,3.534
0,0,0,11.11127322,5.57022599,65.00736764,0,5.560013422,11.25133128,0,1.499788454,0,0,0,0,0,0,2.57
0,0,0,7.269338304,7.970604862,67.41020274,0,7.849907567,7.370174018,0,2.129772509,0,0,0,0,0,0,2.52
0,0,0.239031204,3.415554308,8.996788918,55.04053451,0.499661612,0.439183838,30.28496551,0.230391522,0.853888577,0,0,0,0,0,0,2.732
0,0,10.18205462,0.065019506,15.28283485,69.03120936,0,0.014629389,5.409622887,0,0.014629389,0,0,0,0,0,0,2.443
0,0,0,0,0,84.200579,0,15.799421,0,0,0,0,0,0,0,0,0,2.357
0,0,5.149914556,6.810626068,10.39148672,58.62668945,0,0,12.05219823,2.578841075,4.390243902,0,0,0,0,0,0,2.68
0,0,15.799421,0,0,63.200684,0,0,0,20.999895,0,0,0,0,0,0,0,2.635
0,0,15.799421,0,0,76.199619,0,0,0,0,0,0,0,0,8.000959995,0,0,2.625
0,0,10.60037523,3.799249531,8.500625391,74.69981238,0,1.599437148,0.500312695,0.300187617,0,0,0,0,0,0,0,2.404
0,0,15.80050596,0.39031442,15.50957716,56.35706541,7.710516805,0.48066498,0.061438381,3.610408385,0,0,0,0,0,0.079508493,0,2.43
0,0,0,0,22.19970873,50,0,0,27.80029127,0,0,0,0,0,0,0,0,2.72
0,0,3.51028043,9.729827578,8.239429183,59.36854173,0,0,14.45143383,0,4.700487246,0,0,0,0,0,0,2.74
0,0,3.915770738,10.60473395,2.193290941,70.62454247,0,4.537298865,1.142578265,0,0,0,6.157865273,0,0.780857508,0,0.043061995,2.6
0,0,5.590072214,0,16.32131937,60.80606337,0,0.499316895,13.64257368,0,3.140654479,0,0,0,0,0,0,2.67
0,0,2.519235542,7.278481013,12.65822785,65.1836684,0,4.569992554,7.790394639,0,0,0,0,0,0,0,0,2.5
0,0,4.879991059,0,0,68.60487859,0,0,23.54913521,0,2.965995138,0,0,0,0,0,0,2.75
0,0,8.643506448,7.241209217,0,72.62913114,0,0,7.539990135,0,0,3.946163061,0,0,0,0,0,2.539
0,0,15.79042105,0,0,59.70870146,0,0,0,24.5008775,0,0,0,0,0,0,0,2.72
0,0,0,0,0,50,0,10.00057,0,25,0,0,0,0,0,0,14.99943,3.323
0,0,0,0,0,54.99886001,0,0,0,0,10.00057,0,0,0,0,0,35.00057,3.83
0,0,0,0,0,54.99886001,0,0,35.00057,0,10.00057,0,0,0,0,0,0,3.11
0,0,0,0,0,75,0,10.00057,0,0,0,14.99943,0,0,0,0,0,2.6
0,0,0,0,10.00057,10.00057,0,0,0,44.99829001,0,0,0,0,0,0,35.00057,3.92
0,0,0,0,10.00057,44.99829001,0,0,35.00057,10.00057,0,0,0,0,0,0,0,2.8
0,0,0,0,10.00057,54.99886001,0,0,0,0,0,0,0,0,0,0,35.00057,3.994
0,0,0,0,10.00057,54.99886001,0,0,0,0,0,0,35.00057,0,0,0,0,3.264
0,0,0,0,10.00085502,55.00042751,0,0,0,0,0,4.99900248,0,0,0,0,29.99971499,3.706
0,0,0,0,10.00085502,55.00042751,0,0,0,0,0,4.99900248,29.99971499,0,0,0,0,3.309
0,0,0,0,10.00057,54.99886001,0,0,0,0,0,35.00057,0,0,0,0,0,3.1705
0,0,0,0,10.00057,54.99886001,0,0,12.5,0,0,10.00057,0,0,0,0,12.5,3.272
0,0,0,0,10.00085502,55.00042751,0,0,29.99971499,0,0,4.99900248,0,0,0,0,0,2.826
0,0,0,0,10.00057,54.99886001,0,0,35.00057,0,0,0,0,0,0,0,0,2.75
0,0,0,4.99900248,10.00085502,55.00042751,0,0,29.99971499,0,0,0,0,0,0,0,0,2.786
0,0,0,10.00057,10.00057,54.99886001,0,0,25,0,0,0,0,0,0,0,0,2.761
0,0,0,14.99943,10.00057,54.99886001,0,0,20.00113999,0,0,0,0,0,0,0,0,2.761
0,0,0,20.00113999,10.00057,54.99886001,0,0,14.99943,0,0,0,0,0,0,0,0,2.751
0,0,0,29.99971499,10.00085502,55.00042751,0,0,0,0,0,4.99900248,0,0,0,0,0,2.756
0,0,0,35.00057,10.00057,54.99886001,0,0,0,0,0,0,0,0,0,0,0,2.66
0,0,0.649757533,17.10074647,4.499264425,58.29019779,0,0,19.46003378,0,0,0,0,0,0,0,0,2.583
0,0,11.000342,0,21.000342,62.5,0,0,0,5.499316005,0,0,0,0,0,0,0,2.488
0,0,10.00057,0,0,75,0,0,0,0,0,0,14.99943,0,0,0,0,2.757
0,0,10.00057,0,0,75,0,0,0,0,0,14.99943,0,0,0,0,0,2.6625
0,0,10.00057,0,0,75,0,0,14.99943,0,0,0,0,0,0,0,0,2.495
0,0,30.99933879,0,0,0,45.00102602,0,23.99963519,0,0,0,0,0,0,0,0,2.61
0,0,36.36292976,0,0,0,45.45430992,0,0,0,18.18276032,0,0,0,0,0,0,2.98
0,0,0,0,0,74.98005243,0,9.979482503,0,0,0,2.519092671,0,0,0,0,12.52137239,2.865
0,0,0,8.778809343,10.9595623,57.1707559,0,3.050264263,14.4112587,0,5.629349494,0,0,0,0,0,0,2.67
0,0,3.701407313,7.304764102,2.801649556,70.93378706,0,4.702099435,4.302687738,0,0.050467182,0,5.903218364,0,0.299919253,0,0,2.59
0,0,44.43983833,0,0,0,53.53922686,0,0,0,2.020934812,0,0,0,0,0,0,2.54
0,0,6.02064989,6.019159999,7.99028591,66.99742249,0,0.990777574,11.98170414,0,0,0,0,0,0,0,0,2.5
0,0,5.088916884,2.994169865,3.815955234,71.75753669,0,3.985878768,2.753933144,0,0,4.116251135,3.043975039,0,0,0,2.443383236,2.585
0,0,10.26979607,3.028734144,0.579572583,75.1632295,0,0,10.80910058,0,0.149567118,0,0,0,0,0,0,2.485
0,0,9.61950887,0,0,74.4308256,0,0,15.94966553,0,0,0,0,0,0,0,0,2.503
0,0,39.11950663,0,12.63992537,0,48.24056799,0,0,0,0,0,0,0,0,0,0,2.652
0,0,0,0,0,80.70030896,0,13.55009563,5.74959541,0,0,0,0,0,0,0,0,2.412
0,0,4.216901488,9.34297089,4.286077308,60.85213316,0,0,18.08735918,2.433859446,0.300703052,0,0,0,0,0.479995482,0,2.74
0,0,11.78081786,3.020342898,1.190370436,78.97900566,0,1.289567973,3.251310296,0,0,0,0,0,0.488584881,0,0,2.411
0,0,0.489539689,14.95111802,8.949937368,58.94921746,0,1.68027299,14.97991447,0,0,0,0,0,0,0,0,2.57
0,0,10.26709386,3.03443916,0.310340369,75.4012155,0,0,10.83605121,0,0.150859901,0,0,0,0,0,0,2.486
0,0,0,22.09043519,13.00005857,53.85989574,0,0,11.0496105,0,0,0,0,0,0,0,0,2.69
0,0,6.070547291,0,0,75.19719294,0,4.000912864,0,0,0,0,0,0,0,0,14.7313469,2.949
0,0,9.176968315,4.542726836,6.475036006,65.84253481,0,0,3.153504561,5.154824772,0.040506481,0,5.613898224,0,0,0,0,2.64
0,0,0,15.95062544,15.88004745,52.6902227,0,0,15.47910441,0,0,0,0,0,0,0,0,2.688
0,0,5.227218153,7.389842718,6.99063513,69.62420459,0,3.435286349,3.004562372,0,0,0,4.0671149,0,0.261135791,0,0,2.54
0,0,6.230996002,3.688897807,7.970488818,73.52482675,0,4.889718934,3.059161277,0,0.009260831,0,0.518606554,0,0,0.098782201,0.009260831,2.432
0,0,8.299242015,5.270389181,10.81865477,67.98091915,0,0.006175031,7.619988576,0,0.004631273,0,0,0,0,0,0,2.504
0,0,0,0,0,55.75985729,0,0,35.85003722,0,8.390105491,0,0,0,0,0,0,2.88
0,0,1.009889665,17.06769329,3.310038917,64.31211728,0,3.319803044,3.350490299,0,0,0,7.178027925,0,0.410093317,0,0.041846257,2.68
0,0,9.148610528,5.653922334,6.515215173,65.82137927,0,0,2.091711182,5.134745814,0.040513775,0,5.593901927,0,0,0,0,2.63
0,0,14.99059984,2.600120606,15.07928062,60.44127558,6.789400873,0,0,0,0,0,0,0,0,0.099322479,0,2.4
0,0,4.989925907,0,20.39028987,58.8099571,0,0,15.80982712,0,0,0,0,0,0,0,0,2.736
0,0,7.120540786,3.090206771,0.549591002,72.03760509,0,1.910077255,11.6422404,0,0,0,2.340377187,0,1.309361509,0,0,2.59
0,0,0,0,18.20066872,0,45.49907986,36.30025142,0,0,0,0,0,0,0,0,0,2.555
0,0,12.73934436,0,1.609461142,78.83099176,0,0,6.820202739,0,0,0,0,0,0,0,0,2.539
0,0,10.25519509,3.035916878,0.4107248,75.45273075,0,0,10.84543248,0,0,0,0,0,0,0,0,2.48
0,0,0,3.979543851,2.900893487,73.12779215,0,9.681401364,9.510933459,0,0.799435692,0,0,0,0,0,0,2.54
0,0,12.95017667,0.009724788,12.09115368,74.92625369,0,0.004862394,0.012966385,0,0.004862394,0,0,0,0,0,0,2.399
0,0,12.7100041,0,0.200491717,79.38008547,0,0,0,0,0,0,0,0,0,0,7.70941872,2.679
0,0,10.67999124,3.080917081,9.979356292,72.16852773,0,0,4.041162303,0,0,0,0,0,0,0.050045354,0,2.432
0,0,13.29935918,0,0,0,33.40052102,0,0,0,0,53.3001198,0,0,0,0,0,3.31
0,0,1.529756915,14.74993015,2.359597653,66.39843532,0,3.889354568,2.590108969,0,0,0,7.929589271,0,0.51131601,0,0.041911148,2.67
0,0,0.199758357,0.138542086,24.02738623,49.82682239,0,0.01449859,25.7591623,0,0.033830044,0,0,0,0,0,0,2.714
0,0,14.04057329,0,1.291104395,80.98500943,0,0,0,0,0,0,3.683312887,0,0,0,0,2.448
0,0,0,0,7.999663997,56.000448,0,0,35.999888,0,0,0,0,0,0,0,0,2.78
0,0,0,6.999860003,29.99965001,40.00069999,0,0,12.99874003,5.001399972,0,0,0,4.999650007,0,0,0,3.04
0,0,0,14.29,23.81,38.1,0,0,9.52,9.52,0,0,0,4.76,0,0,0,3.06
0,0,0,19.99860003,29.99965001,40.00069999,0,0,0,5.001399972,0,0,0,4.999650007,0,0,0,3.057
0,0,10.249383,3.030476956,0.430465477,75.4089422,0,0.010044194,10.85059978,0.020088389,0,0,0,0,0,0,0,2.481
0,0,6.331208331,0.120038282,18.76165912,61.75482992,0,0.022709945,12.99008873,0,0.019465667,0,0,0,0,0,0,2.564
0,0,11.59042907,0,0,77.73052108,0,0,10.67904985,0,0,0,0,0,0,0,0,2.455
0,0,0.811160607,3.572718517,6.283108596,67.98097761,0.099325789,8.794847098,0,0,0,0,7.434384782,0,3.801468818,0,1.222008187,2.715
0,0,1.980361788,4.038915538,5.130595612,74.36055516,0,8.870276529,4.661443845,0,0.010525841,0,0.839059892,0,0,0.099243643,0.009022149,2.441
0,0,9.814721361,5.689568164,1.172229832,74.17489727,0,0,9.075048663,0,0.073534713,0,0,0,0,0,0,2.46
0,0,0,0.980406809,3.669052921,74.38238855,0,10.658935,9.358700363,0,0.950516358,0,0,0,0,0,0,2.58
0,0,3.701298701,7.304473304,2.800865801,71.13708514,0,4.702741703,4.401154401,0,0.050505051,0,4.701298701,0,0.3001443,0,0.9004329,2.59
0,0,10.16123456,3.271835811,11.04126725,70.99663702,0,0.014143382,4.510167521,0,0.004714461,0,0,0,0,0,0,2.46
0,0,0,0,0,56.97876423,0,0,40.71097052,0,0,0,0,0,2.310265253,0,0,2.868
0,0,0,16.99972774,32.00108903,40,0,0,0,2.99845721,0,0,0,8.000726019,0,0,0,3.1645
0,0,13.000293,0,0,80,0,0,0,0,0,0,0,0,0,6.999707003,0,2.63
0,0,3.759990833,5.480276162,4.870083364,65.55132208,0,1.499699201,18.48912826,0,0.3495001,0,0,0,0,0,0,2.58
0,0,0.300798843,0,26.47194188,48.99569348,0,0,0,0,0,0,0,0,0,0,24.2315658,3.39
0,0,3.675706867,8.793998846,2.794287363,70.92325447,0,4.637911137,4.287362954,0,0,0,4.587420658,0,0.25966532,0,0.040392383,2.56
0,0,4.959777032,7.788053462,12.24900234,70.07347818,0,4.929688985,0,0,0,0,0,0,0,0,0,2.41
0,0,0,0,6.568838777,49.966838,0,0,0,6.668324766,0,36.79599845,0,0,0,0,0,3.23
0,0,9.107823425,3.583110764,6.495513609,65.95144495,0,0,4.093268913,5.092578699,0.040512559,0,5.635747082,0,0,0,0,2.64
0,0,12.40023152,4.849814172,4.979284713,76.99993907,0,0.100530068,0.469140316,0,0,0,0,0,0,0.201060135,0,2.392
0,0,15.17920204,0,0.650687505,75.50679991,0,0,0.898640018,7.691036141,0.073634383,0,0,0,0,0,0,2.483
0,0,14.2996873,0,0,82.09908561,0,0,3.601227085,0,0,0,0,0,0,0,0,2.371
0,0,0.18942796,0,25.75077159,49.15002368,0,0,24.90977677,0,0,0,0,0,0,0,0,2.807
0,0,3.626554773,3.11404166,4.527199161,69.43203956,0.46006294,6.800539487,8.712722913,0,0,0,0,0,3.326839502,0,0,2.58
0,0,8.128580152,8.577825594,0,68.37253933,2.570439941,1.420429764,10.93018522,0,0,0,0,0,0,0,0,2.48
0,0,4.96967882,5.459309725,5.48925657,73.02238527,0,5.01010706,6.049262559,0,0,0,0,0,0,0,0,2.45
0,0,3.801495149,7.403444337,2.902092341,71.33623494,0,4.702343942,4.401579016,0,0.050609483,0,3.400957242,0,0.300764926,0,1.700478621,2.6
0,0,9.668708325,3.593518993,6.526264973,65.887216,0,0,2.582747488,6.106870229,0.040732583,0,5.593941405,0,0,0,0,2.64
0,0,15.10093926,2.098684327,14.99973367,60.9009073,6.800305392,0,0,0,0,0,0,0,0,0.099430053,0,2.396
0,0,21.11905502,0,0,0,38.66956792,0,0,0,0,40.21137706,0,0,0,0,0,3.11
0,0,0.639593229,17.53930555,2.530273634,59.38047769,0,0,19.9103499,0,0,0,0,0,0,0,0,2.547
0,0,11.64081657,0,4.31002061,76.1813067,0,0,7.828742497,0,0.039113625,0,0,0,0,0,0,2.442
0,0,12.4903173,0,0.200230923,79.21836863,0,0,8.091083147,0,0,0,0,0,0,0,0,2.429
0,0,0,23.53905392,19.22928232,51.59045572,0,0,5.641208035,0,0,0,0,0,0,0,0,2.673
0,0,8.319661128,0,0,83.30101721,0,6.67899651,0,0,0,1.70032515,0,0,0,0,0,2.411
0,0,12.33030657,1.51937427,0.599358686,82.95124217,0,2.599718301,0,0,0,0,0,0,0,0,0,2.358
0,0,3.560006733,10.78942939,1.239970824,69.6599899,0,3.349604444,3.489872636,0,0,0,7.608146777,0,0.260898839,0,0.042080458,2.65
0,0,7.909760056,3.610756926,2.729801785,71.53993277,0,0.620146053,12.95931378,0.179668483,0.450620146,0,0,0,0,0,0,2.51
0,0,21.55712439,0,11.45967982,0,45.48573133,13.0008949,0,0.42259123,0,4.101620762,1.068907229,0,0,0,2.903450333,2.78
0,0,1.699677695,13.7709705,4.490234429,60.30963334,0,0,19.72948404,0,0,0,0,0,0,0,0,2.557
0,0,13.5797502,0.010495749,10.06017563,65.09813526,7.439736907,3.780219011,0,0,0,0,0,0,0,0.031487248,0,2.397
0,0,0,0,0,42.8901422,0,15.62968741,0,41.4801704,0,0,0,0,0,0,0,2.8305
0,0,3.459579249,10.4587636,9.079856569,56.82143462,0,0.809492298,10.47107527,0.81872605,5.280167439,0,0,0,2.800904908,0,0,2.81
0,0,9.167875787,4.532332132,6.014688944,65.85493546,0,0,3.141220289,5.645221606,0.040387118,0,5.603338668,0,0,0,0,2.64
0,0,3.559003423,10.93934123,1.240109983,69.69305875,0,3.340160485,3.369620111,0,0,0,7.597777902,0,0.260928119,0,0,2.65
0,0,6.43560807,0,0.390036853,75.19967879,0,3.523237306,8.296886875,0,0,1.631845362,1.921505083,0,0,0,2.601201658,2.65
0,0,6.840293815,6.031258846,8.009893172,67.11861376,0,0,11.9999404,0,0,0,0,0,0,0,0,2.5
0,0,0,0,0,57.84053539,0,0,30.9842497,0,11.17521491,0,0,0,0,0,0,3.19
0,0,5.300546448,0,0,67.92622951,0,0,26.77322404,0,0,0,0,0,0,0,0,2.609
0,0,6.803615696,4.002660378,6.403047343,71.23768063,0,3.201523671,5.701674829,0,0.049882097,0,1.100429288,0,1.499486063,0,0,2.59
0,0,11.29932869,2.801304975,8.499592195,75.50034507,0,1.09950436,0.498776586,0.301148127,0,0,0,0,0,0,0,2.397
0,0,0.04424569,2.430352543,21.7325348,50.77508968,0,0.006320813,25.00197525,0,0.009481219,0,0,0,0,0,0,2.707
0,0,1.170813905,0,0,78.56655191,0,10.79153411,0,0,0,0,0,0,0,0,9.471100071,2.53
0,0,0,0,0,49.49916961,0,0,40.4997924,0,0,0,0,0,10.00103799,0,0,3.02
0,0,11.19947209,0,19.20102875,69.59949916,0,0,0,0,0,0,0,0,0,0,0,2.425
0,0,15.600156,0,0,77.799778,0,0,0,0,0,0,0,0,6.600066001,0,0,2.594
0,0,0,0,0,57.50061313,0,0,0,0,5.000408753,0,0,0,0,0,37.49897812,3.9
0,0,0,24.99877377,25.00040874,44.00045779,0,0,0,4.999754754,0,0,0,1.000604941,0,0,0,2.833
0,0,3.726126759,7.33233892,4.096107163,70.84320435,0,4.707379135,4.346172969,0,0,0,4.647421836,0,0.260302419,0,0.040946448,2.56
0,0,0,10.22000336,17.65065115,52.40080001,0,0,19.72854547,0,0,0,0,0,0,0,0,2.703
0,0,9.499651845,0,0,74.70122636,0,0,15.7991218,0,0,0,0,0,0,0,0,2.497
